# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	38602
#@/user_id	1e00f3d4-bebe-4409-a48d-8e6aa5527cef
a 	啊	c=175 d=1.15467 t=38602
duan xue qi 	短學期	c=3 d=6.88085e-09 t=38602
duan zhe 	端着	c=1 d=5.32557e-59 t=38602
duan zi 	段子	c=2 d=2.14888e-60 t=38602
dui 	堆	c=2 d=7.12013e-05 t=38602
dui 	對	c=93 d=0.200659 t=38602
dui 	懟	c=2 d=3.04191e-21 t=38602
dui 	隊	c=2 d=8.30202e-47 t=38602
dui a 	對啊	c=3 d=0.449111 t=38602
dui ba 	對吧	c=2 d=1.47007e-09 t=38602
dui bi 	對比	c=2 d=2.74224e-15 t=38602
dui bu shang 	對不上	c=1 d=1.83881e-19 t=38602
dui dai 	對待	c=1 d=1.03168e-15 t=38602
dui de 	對得	c=1 d=7.47706e-51 t=38602
dui fang 	對方	c=1 d=3.16357e-20 t=38602
dui fang de 	對方的	c=1 d=1.12804e-35 t=38602
dui hua 	對話	c=0 d=4.82386e-43 t=38602
dui kang sai 	對抗賽	c=1 d=1.73733e-57 t=38602
dui le 	對了	c=1 d=1.41926e-31 t=38602
dui lie 	隊列	c=0 d=0.00349094 t=38602
dui lie li 	隊列里	c=1 d=0.0350844 t=38602
dui nei cun de 	對內存的	c=1 d=1.76575e-42 t=38602
dui qi 	對其	c=1 d=1.57881e-49 t=38602
dui qi 	對齊	c=8 d=5.63184e-11 t=38602
dui ren 	對人	c=1 d=9.82672e-60 t=38602
dui ren yi 	對任意	c=1 d=2.88422e-50 t=38602
dui shang 	對上	c=1 d=7.86896e-05 t=38602
dui shou 	對手	c=2 d=1.34982e-29 t=38602
dui ta 	對他	c=0 d=7.13931e-67 t=38602
dui ta an 	對他按	c=1 d=7.1751e-66 t=38602
dui wai 	對外	c=0 d=2.94668e-09 t=38602
dui wai jie kou 	對外接口	c=2 d=1.37343e-06 t=38602
dui wo 	對我	c=1 d=8.17703e-45 t=38602
dui wu 	隊伍	c=1 d=5.52891e-60 t=38602
dui xiang 	對象	c=4 d=8.58924e-07 t=38602
dui yi jian shi 	對一件事	c=1 d=5.27994e-46 t=38602
dui ying 	對應	c=13 d=5.50559e-06 t=38602
dui ying de 	對應的	c=2 d=9.54016e-06 t=38602
dui ying wei zhi 	對應位置	c=1 d=6.61127e-15 t=38602
dui ying wen jian ming 	對應文件名	c=1 d=1.6998e-06 t=38602
dui ying zhe 	對應着	c=1 d=3.58152e-68 t=38602
dui yu 	對於	c=11 d=0.00083014 t=38602
dui yuan 	隊員	c=1 d=3.65959e-57 t=38602
dui yuan li 	對原理	c=1 d=7.47857e-24 t=38602
dui zhang 	隊長	c=1 d=1.67843e-63 t=38602
dui zhao 	對照	c=0 d=6.68546e-59 t=38602
dui zhao yi xia 	對照一下	c=1 d=6.71897e-58 t=38602
dui zhe 	對着	c=3 d=3.30184e-11 t=38602
dui zhu jian de suo yin 	對主鍵的索引	c=1 d=9.73289e-06 t=38602
dui zi ji 	對自己	c=1 d=2.10015e-53 t=38602
dun 	頓	c=0 d=0.0177575 t=38602
dun ke er ke 	敦刻爾克	c=2 d=1.19043e-10 t=38602
dun ke er ke 	頓克爾克	c=2 d=0.117655 t=38602
dun ke er ke 	頓刻爾克	c=1 d=5.77441e-11 t=38602
dun shi 	頓時	c=1 d=1.00011e-60 t=38602
dun xia 	蹲下	c=5 d=1.47793e-66 t=38602
dun xia shi 	蹲下時	c=2 d=3.53972e-68 t=38602
duo 	剁	c=0 d=1.42633e-61 t=38602
duo 	多	c=15 d=0.545534 t=38602
duo bi 	躲避	c=1 d=6.53541e-69 t=38602
duo bi zhong 	多幣種	c=1 d=1.09128e-57 t=38602
duo chu 	多出	c=2 d=6.07335e-22 t=38602
duo chu 	多處	c=3 d=1.94966e-21 t=38602
duo chu le 	多出了	c=1 d=2.8848e-23 t=38602
duo ci 	多次	c=2 d=8.17173e-08 t=38602
duo dao 	多到	c=1 d=4.40882e-13 t=38602
duo di qu 	多地區	c=1 d=1.07357e-41 t=38602
duo dong shou 	多動受	c=1 d=2.56077e-33 t=38602
duo ge 	多個	c=3 d=5.50794e-14 t=38602
duo hang 	多行	c=1 d=0.00719046 t=38602
duo hao 	多好	c=1 d=2.92383e-34 t=38602
duo he 	多核	c=6 d=3.62732e-27 t=38602
duo he chu li qi 	多核處理器	c=3 d=1.51385e-28 t=38602
duo ji 	多級	c=1 d=4.19879e-27 t=38602
duo jiao yu tou 	剁椒魚頭	c=1 d=1.43348e-60 t=38602
duo jie chu 	多接觸	c=1 d=0.00331267 t=38602
duo jie dian 	多節點	c=1 d=2.25872e-27 t=38602
duo jin cheng 	多進程	c=1 d=3.82152e-37 t=38602
duo jiu 	多久	c=1 d=0.000331267 t=38602
duo jiu yi hou 	多久以後	c=1 d=4.47683e-46 t=38602
duo kan 	多看	c=1 d=5.15484e-59 t=38602
duo kan yi ceng 	多看一層	c=1 d=5.18068e-58 t=38602
duo kao 	多考	c=1 d=6.93443e-47 t=38602
duo kuai 	多塊	c=1 d=3.78152e-11 t=38602
duo kuai ce lve 	多塊策略	c=1 d=9.47291e-11 t=38602
duo kui 	多虧	c=1 d=4.56168e-61 t=38602
duo le 	剁了	c=1 d=6.16326e-13 t=38602
duo le 	多了	c=2 d=3.92853e-09 t=38602
duo lie 	多列	c=1 d=1.32701e-05 t=38602
duo ma fan 	多麻煩	c=1 d=0.00615802 t=38602
duo nian 	多年	c=1 d=1.48924e-09 t=38602
duo qie huan 	多切換	c=1 d=1.83744e-69 t=38602
duo qu 	奪取	c=1 d=0.000459671 t=38602
duo shao 	多少	c=2 d=5.50513e-09 t=38602
duo shao ge 	多少個	c=0 d=1.07763e-57 t=38602
duo shao ge zi 	多少個字	c=1 d=1.08303e-56 t=38602
duo shao qian 	多少錢	c=1 d=1.30765e-38 t=38602
duo shou le 	剁手了	c=1 d=4.75366e-46 t=38602
duo shu 	多數	c=2 d=2.1904e-48 t=38602
duo tai 	多臺	c=1 d=9.05454e-09 t=38602
duo xian cheng 	多線程	c=3 d=1.58726e-23 t=38602
duo xiao shi 	多小時	c=1 d=8.52089e-59 t=38602
duo yang 	多樣	c=1 d=1.22703e-54 t=38602
duo yin yong 	多引用	c=4 d=1.31108e-26 t=38602
duo yong 	多用	c=1 d=7.80633e-58 t=38602
duo yu 	多餘	c=0 d=1.00136e-17 t=38602
duo yu de 	多餘的	c=1 d=5.55366e-23 t=38602
duo yu kong xian 	多餘空閒	c=1 d=1.00638e-16 t=38602
duo yu yan 	多語言	c=0 d=5.35335e-33 t=38602
duo yu yan de 	多語言的	c=1 d=5.38019e-32 t=38602
duo yu zhong 	多語種	c=1 d=1.21045e-41 t=38602
duo zhang 	多張	c=0 d=7.96997e-09 t=38602
duo zhang biao 	多張表	c=1 d=8.00992e-08 t=38602
duo zhong 	多種	c=1 d=2.87883e-28 t=38602
duo zhong fu wu 	多種服務	c=1 d=4.62039e-35 t=38602
duo zhou qi 	多週期	c=1 d=5.38293e-38 t=38602
e 	惡	c=1 d=2.81053e-69 t=38602
e 	額	c=5 d=7.95587e-08 t=38602
e du zi 	餓肚子	c=0 d=0.00593087 t=38602
e luo si 	俄羅斯	c=1 d=1.63254e-31 t=38602
e mo 	惡魔	c=0 d=0.00639279 t=38602
e mo cheng 	惡魔城	c=3 d=2.55516e-34 t=38602
e mo cheng 	額磨成	c=1 d=2.60709e-38 t=38602
e mo zhi xiang 	惡魔之箱	c=1 d=0.0642483 t=38602
e mu di 	額目的	c=1 d=3.05207e-39 t=38602
e ren lun zhong zhi 	額人倫終止	c=1 d=1.9769e-18 t=38602
e shi 	俄式	c=1 d=2.3016e-13 t=38602
e wa 	額哇	c=1 d=3.84943e-05 t=38602
e wai 	額外	c=0 d=1.26771e-27 t=38602
e wai fu chu 	額外付出	c=1 d=1.27406e-26 t=38602
e yi 	惡意	c=1 d=3.61986e-05 t=38602
e yi ping ce 	惡意屏測	c=1 d=1.99263e-23 t=38602
e yi zhang hao 	惡意帳號	c=1 d=3.24763e-05 t=38602
ei 	誒	c=1 d=1.32448e-13 t=38602
en 	嗯	c=11 d=0.204434 t=38602
en 	摁	c=1 d=1.92803e-47 t=38602
er 	二	c=5 d=4.25428e-05 t=38602
er 	爾	c=2 d=4.15604e-46 t=38602
er 	而	c=96 d=0.217402 t=38602
er 	耳	c=1 d=1.03203e-18 t=38602
er bei 	而被	c=1 d=3.24874e-09 t=38602
er bu 	而不	c=0 d=1.16965e-21 t=38602
er bu guan 	而不管	c=1 d=1.17551e-20 t=38602
er bu hui 	而不會	c=1 d=4.43318e-19 t=38602
er bu shi 	而不是	c=9 d=0.000569928 t=38602
er bu xiang 	而不像	c=1 d=1.38206e-42 t=38602
er bu yong 	而不用	c=1 d=2.18861e-09 t=38602
er bu zuo 	而不做	c=1 d=2.54705e-58 t=38602
er chu xian 	而出現	c=1 d=9.7276e-29 t=38602
er dao le 	而到了	c=1 d=2.22244e-13 t=38602
er dao zhi 	而導致	c=1 d=1.78101e-55 t=38602
er fei 	而非	c=1 d=3.18756e-50 t=38602
er fen fa 	二分法	c=1 d=1.16302e-12 t=38602
er gei 	而給	c=1 d=3.17166e-50 t=38602
er ha 	二哈	c=2 d=6.15553e-57 t=38602
er hua wei 	而華爲	c=1 d=0.00148106 t=38602
er ji 	耳機	c=0 d=1.85634e-14 t=38602
er ji ying xiang ting li 	耳機影響聽力	c=1 d=1.86564e-13 t=38602
er jian 	而建	c=0 d=5.43721e-10 t=38602
er jin zhi 	二進制	c=4 d=9.89963e-10 t=38602
er jiu 	而就	c=1 d=0.00100779 t=38602
er liu xia lai jia ban 	而留下來加班	c=1 d=7.73574e-10 t=38602
er lun 	二輪	c=0 d=5.93091e-19 t=38602
er lun qi shi 	二輪起始	c=1 d=1.96704e-18 t=38602
er lun zhong zhi 	二輪終止	c=1 d=1.98681e-18 t=38602
er lun zong ji 	二輪總計	c=1 d=2.00678e-18 t=38602
er mei you 	而沒有	c=1 d=3.21576e-36 t=38602
er ming 	耳鳴	c=1 d=1.07415e-18 t=38602
er nv 	兒女	c=0 d=8.08164e-55 t=38602
er qi 	而其	c=0 d=4.98888e-27 t=38602
er qi ben shen 	而其本身	c=1 d=5.01389e-26 t=38602
er qie 	而且	c=34 d=0.000608648 t=38602
er shang shi de 	而上市的	c=1 d=9.75642e-05 t=38602
er sheng 	而生	c=0 d=2.66528e-34 t=38602
er shi 	而是	c=13 d=0.0375936 t=38602
er shou 	二手	c=4 d=4.3386e-30 t=38602
er ti 	而提	c=0 d=2.24158e-56 t=38602
er wei yu 	而位於	c=1 d=8.81118e-12 t=38602
er yao xiang 	而要想	c=1 d=0.00139481 t=38602
er yi 	而已	c=1 d=4.26502e-64 t=38602
er yuan 	二元	c=1 d=3.55529e-11 t=38602
er yue 	二月	c=1 d=2.0653e-62 t=38602
er zai 	而在	c=2 d=3.5725e-09 t=38602
er zhe 	而這	c=1 d=1.97476e-64 t=38602
er zhe dian 	而這點	c=1 d=0.000338834 t=38602
er zhe li 	而這裏	c=1 d=0.000689186 t=38602
er zhi 	而知	c=1 d=9.50713e-24 t=38602
er zi 	兒子	c=0 d=1.1051e-59 t=38602
er zui jin 	而最近	c=1 d=2.8497e-26 t=38602
fa 	法	c=10 d=0.000154549 t=38602
fa 	發	c=3 d=4.46085e-05 t=38602
fa bu 	發佈	c=0 d=3.97896e-13 t=38602
fa che 	發車	c=0 d=1.91222e-45 t=38602
fa che qian 	法車前	c=1 d=1.76029e-35 t=38602
fa che shi jian 	發車時間	c=1 d=1.9277e-45 t=38602
fa cheng 	發成	c=0 d=3.45774e-67 t=38602
fa chu 	發出	c=0 d=1.18631e-11 t=38602
fa chu de 	發出的	c=1 d=1.31689e-62 t=38602
fa chu qu 	發出去	c=1 d=0.0529935 t=38602
fa chu qu le 	發出去了	c=1 d=0.532592 t=38602
fa dai 	發呆	c=0 d=1.86654e-49 t=38602
fa dao 	發到	c=1 d=1.27186e-35 t=38602
fa de 	發得	c=1 d=1.58488e-07 t=38602
fa dong 	發動	c=2 d=2.61776e-64 t=38602
fa gei 	發給	c=1 d=0.537944 t=38602
fa gei ni 	發給你	c=1 d=4.46133e-23 t=38602
fa gei ni ma 	發給你嗎	c=1 d=4.41332e-25 t=38602
fa guang 	發光	c=1 d=0.000182274 t=38602
fa hui 	發揮	c=1 d=0.00311976 t=38602
fa hui le 	發揮了	c=1 d=2.70004e-09 t=38602
fa jue 	發掘	c=0 d=1.3387e-21 t=38602
fa jue 	發覺	c=1 d=1.35216e-20 t=38602
fa le 	發了	c=3 d=7.00078e-12 t=38602
fa le ma 	發了嗎	c=1 d=5.53537e-43 t=38602
fa lian jie 	發鏈接	c=1 d=0.000448321 t=38602
fa ming 	發明	c=1 d=6.07667e-23 t=38602
fa re 	發熱	c=0 d=1.29892e-19 t=38602
fa sheng 	發生	c=5 d=0.000114197 t=38602
fa sheng le 	發生了	c=3 d=0.00169075 t=38602
fa sheng le sha 	發生了啥	c=1 d=0.0169922 t=38602
fa sheng le shen me 	發生了什麼	c=2 d=1.85123e-11 t=38602
fa sheng yi chu 	發生溢出	c=3 d=3.39839e-49 t=38602
fa sheng zai 	發生在	c=5 d=1.11028e-45 t=38602
fa shou 	發售	c=2 d=1.86681e-47 t=38602
fa shou qian 	發售前	c=1 d=1.65947e-47 t=38602
fa song 	發送	c=1 d=1.47748e-05 t=38602
fa song tu pian shi 	發送圖片時	c=1 d=0.000148489 t=38602
fa ting 	法庭	c=5 d=3.5848e-20 t=38602
fa xian 	發現	c=37 d=0.01987 t=38602
fa xian le 	發現了	c=2 d=1.15867e-51 t=38602
fa xian wen ti 	發現問題	c=0 d=4.20322e-11 t=38602
fa xiao xi 	發消息	c=1 d=5.2873e-33 t=38602
fa xing 	發行	c=0 d=2.66202e-49 t=38602
fa xing ban 	發行版	c=4 d=1.78598e-29 t=38602
fa yan 	發言	c=0 d=1.26789e-58 t=38602
fa yi tiao 	發一條	c=1 d=2.62105e-42 t=38602
fa you jian 	發郵件	c=1 d=5.67279e-08 t=38602
fa ze 	法則	c=1 d=4.8347e-39 t=38602
fa zhan 	發展	c=9 d=0.00827062 t=38602
fa zhan de 	發展的	c=1 d=0.00334597 t=38602
fa zhan fang xiang 	發展方向	c=4 d=0.0217621 t=38602
fa zhan kong jian 	發展空間	c=1 d=4.65492e-05 t=38602
fa zhan li cheng 	發展歷程	c=1 d=4.84489e-05 t=38602
fa zhan mai luo 	發展脈絡	c=1 d=4.05507e-29 t=38602
fa zhan shi 	發展史	c=0 d=1.87264e-58 t=38602
fan 	反	c=1 d=3.59346e-19 t=38602
fan 	番	c=6 d=4.92344e-20 t=38602
fan 	翻	c=1 d=6.04019e-11 t=38602
fan 	飯	c=1 d=1.3101e-60 t=38602
fan bai 	反白	c=1 d=0.000100535 t=38602
fan cai 	飯菜	c=2 d=3.76862e-08 t=38602
fan cuo 	犯錯	c=1 d=9.64393e-45 t=38602
fan dai 	反代	c=1 d=3.76194e-58 t=38602
fan dao shi 	反倒是	c=2 d=0.00228397 t=38602
fan er 	反而	c=3 d=2.2167e-12 t=38602
fan fan 	翻翻	c=1 d=5.80317e-40 t=38602
fan fou 	飯否	c=1 d=4.7611e-35 t=38602
fan fu 	反覆	c=2 d=6.84317e-65 t=38602
fan guo lai 	反過來	c=2 d=0.000144823 t=38602
fan han 	泛函	c=1 d=3.22396e-28 t=38602
fan han fen xi 	泛函分析	c=1 d=9.13591e-26 t=38602
fan hao 	番號	c=1 d=3.23959e-64 t=38602
fan hong 	泛紅	c=1 d=1.37334e-12 t=38602
fan huan 	返還	c=1 d=1.90728e-08 t=38602
fan hui 	返回	c=9 d=1.14681e-06 t=38602
fan hui bian 	反彙編	c=1 d=4.66746e-41 t=38602
fan hui bian qi 	反彙編器	c=2 d=3.21725e-40 t=38602
fan hui fu he 	返回符合	c=1 d=2.26033e-06 t=38602
fan hui jian 	返回鍵	c=1 d=4.61489e-21 t=38602
fan hui zhi 	返回值	c=1 d=4.48383e-35 t=38602
fan kan 	翻看	c=0 d=1.11852e-54 t=38602
fan kan jiao cai 	翻看教材	c=1 d=1.12413e-53 t=38602
fan kui 	反饋	c=2 d=2.79844e-19 t=38602
fan le 	翻了	c=1 d=2.86008e-10 t=38602
fan qiang 	翻牆	c=3 d=0.0833256 t=38602
fan qie 	番茄	c=1 d=3.23969e-35 t=38602
fan shen 	翻身	c=0 d=7.55221e-52 t=38602
fan shi 	凡是	c=1 d=1.1335e-33 t=38602
fan tan 	反彈	c=0 d=7.24967e-71 t=38602
fan tan te xiao 	反彈特效	c=1 d=7.28601e-70 t=38602
fan ti 	繁體	c=2 d=1.01607e-39 t=38602
fan ti zhong wen 	繁體中文	c=1 d=7.92996e-37 t=38602
fan wei 	範圍	c=6 d=1.98144e-18 t=38602
fan wei nei 	範圍內	c=0 d=2.11513e-20 t=38602
fan xiang 	反相	c=0 d=1.60245e-19 t=38602
fan xiang se 	反相色	c=1 d=1.61048e-18 t=38602
fan xiao 	返校	c=3 d=4.24749e-45 t=38602
fan xie gang 	反斜槓	c=2 d=0.054204 t=38602
fan ye 	翻頁	c=0 d=1.22878e-13 t=38602
fan yi 	翻譯	c=3 d=0.000410726 t=38602
fan yi cheng 	翻譯成	c=3 d=1.31967e-28 t=38602
fan yi ci 	反義詞	c=1 d=1.45213e-65 t=38602
fan yi ri yu 	翻譯日語	c=1 d=0.00412784 t=38602
fan yi xia 	翻一下	c=1 d=4.04955e-13 t=38602
fan ying 	反應	c=5 d=0.00389686 t=38602
fan ying 	反映	c=1 d=3.92573e-30 t=38602
fan ying fang shi 	反應方式	c=1 d=6.21633e-55 t=38602
fan zao 	煩躁	c=1 d=1.29618e-52 t=38602
fan zheng 	反正	c=8 d=0.663657 t=38602
fan zheng fa 	反證法	c=1 d=1.7124e-34 t=38602
fan zheng wen ti 	反正問題	c=1 d=5.55839e-33 t=38602
fan zhong 	繁中	c=1 d=1.6275e-24 t=38602
fan zhu ru 	番諸如	c=1 d=3.57554e-19 t=38602
fan zu 	番組	c=1 d=1.40218e-65 t=38602
fang 	放	c=8 d=0.0051781 t=38602
fang 	方	c=5 d=0.000164928 t=38602
fang 	防	c=2 d=0.000752142 t=38602
fang an 	方案	c=9 d=0.099005 t=38602
fang an le 	方案了	c=1 d=5.37818e-57 t=38602
fang bian 	方便	c=3 d=2.54394e-10 t=38602
fang bian di 	方便地	c=1 d=2.55555e-09 t=38602
fang bian dian 	方便點	c=1 d=3.33314e-46 t=38602
fang bu liao ge 	放不了歌	c=1 d=0.0291588 t=38602
fang bu xia 	放不下	c=1 d=1.07488e-26 t=38602
fang bu zhu ma 	防不住嗎	c=1 d=0.00755912 t=38602
fang che hui 	防撤回	c=1 d=5.53425e-70 t=38602
fang da 	放大	c=1 d=6.84183e-06 t=38602
fang da dao 	放大到	c=1 d=6.87523e-05 t=38602
fang da hou 	放大後	c=1 d=8.87524e-09 t=38602
fang dao 	放到	c=6 d=5.0888e-24 t=38602
fang dao le 	放到了	c=1 d=3.77296e-63 t=38602
fang dou fu 	方豆腐	c=1 d=4.10796e-05 t=38602
fang fa 	方法	c=32 d=0.0423099 t=38602
fang fa zhi yi 	方法之一	c=1 d=6.58502e-27 t=38602
fang fan 	防範	c=0 d=1.42682e-65 t=38602
fang fan de 	防範的	c=1 d=1.43397e-64 t=38602
fang fang zheng zheng 	方方正正	c=1 d=0.0118551 t=38602
fang fu 	彷彿	c=5 d=1.54086e-59 t=38602
fang fu zai 	彷彿在	c=1 d=2.0451e-64 t=38602
fang ge 	放個	c=0 d=3.40395e-59 t=38602
fang ge 	放歌	c=2 d=2.26148e-12 t=38602
fang ge wen jian 	放個文件	c=1 d=3.42101e-58 t=38602
fang huan 	放緩	c=1 d=2.70464e-29 t=38602
fang hui 	放回	c=1 d=2.292e-52 t=38602
fang huo 	放火	c=1 d=0.000254808 t=38602
fang huo 	防火	c=1 d=0.000253537 t=38602
fang jian 	房間	c=2 d=1.27584e-14 t=38602
fang jin 	放進	c=1 d=3.83859e-60 t=38602
fang kong dong 	防空洞	c=1 d=2.25757e-21 t=38602
fang kuai 	方塊	c=2 d=5.37195e-14 t=38602
fang kuang 	方框	c=1 d=2.53055e-11 t=38602
fang kuo hao 	方括號	c=1 d=2.07537e-31 t=38602
fang le 	放了	c=2 d=1.86558e-42 t=38602
fang mian 	方面	c=7 d=1.25931e-09 t=38602
fang na 	訪拿	c=0 d=9.93224e-69 t=38602
fang na guang fa 	訪拿廣發	c=1 d=9.98203e-68 t=38602
fang na wei 	放那位	c=1 d=7.58877e-49 t=38602
fang qi 	放棄	c=2 d=7.63899e-10 t=38602
fang qi can guan le 	放棄參觀了	c=1 d=7.67728e-09 t=38602
fang qi le 	放棄了	c=1 d=1.152e-47 t=38602
fang qi suan le 	放棄算了	c=1 d=4.40778e-69 t=38602
fang shi 	方式	c=16 d=8.06973e-08 t=38602
fang song 	放鬆	c=2 d=0.0620385 t=38602
fang ta qian mian qu le 	放它前面去了	c=1 d=4.30963e-10 t=38602
fang wen 	訪問	c=29 d=0.000896094 t=38602
fang wen dao 	訪問到	c=1 d=1.9902e-38 t=38602
fang wen quan xian 	訪問權限	c=1 d=2.69344e-39 t=38602
fang wen shi jian 	訪問時間	c=1 d=1.79249e-13 t=38602
fang wen su du 	訪問速度	c=3 d=4.8988e-09 t=38602
fang wen yi xia 	訪問一下	c=1 d=0.00900478 t=38602
fang wen zhe ge 	訪問這個	c=1 d=1.06036e-13 t=38602
fang wen zhe xie 	訪問這些	c=1 d=1.42419e-13 t=38602
fang wu 	防務	c=0 d=6.90337e-54 t=38602
fang xiang 	方向	c=3 d=4.86918e-06 t=38602
fang xiang jian 	方向鍵	c=4 d=6.30384e-43 t=38602
fang yi ge 	放一個	c=1 d=3.60952e-42 t=38602
fang yi zhi 	放一隻	c=1 d=4.67398e-53 t=38602
fang zai 	放在	c=5 d=1.08912e-05 t=38602
fang zai le 	放在了	c=1 d=6.51395e-17 t=38602
fang zai na er a 	放在哪兒啊	c=1 d=4.11202e-46 t=38602
fang zai wang ye shang 	放在網頁上	c=1 d=6.70412e-32 t=38602
fang zhe 	放着	c=1 d=0.0703213 t=38602
fang zhe xu duo 	放着許多	c=1 d=0.0706512 t=38602
fang zhen 	仿真	c=0 d=7.71527e-68 t=38602
fang zhen 	方針	c=0 d=9.8783e-05 t=38602
fang zhen mo ni 	仿真模擬	c=1 d=7.75394e-67 t=38602
fang zheng 	方正	c=2 d=1.10392e-40 t=38602
fang zheng de 	方正的	c=1 d=1.10608e-39 t=38602
fang zheng shu song 	方正書宋	c=1 d=1.49355e-43 t=38602
fang zheng song ti 	方正宋體	c=3 d=4.86077e-43 t=38602
fang zhi 	防止	c=3 d=0.188091 t=38602
fang zhi ni 	防止你	c=1 d=0.0816756 t=38602
fei 	費	c=1 d=1.85344e-24 t=38602
fei 	非	c=10 d=5.3288e-08 t=38602
fei bo na qi 	菲波納契	c=1 d=3.01605e-17 t=38602
fei chang 	非常	c=21 d=0.608292 t=38602
fei chang bu huo yue 	非常不活躍	c=1 d=2.63284e-36 t=38602
fei chang bu shuang 	非常不爽	c=1 d=9.12318e-39 t=38602
fei chang bu yi yang 	非常不一樣	c=1 d=0.117068 t=38602
fei chang da 	非常大	c=0 d=3.27002e-28 t=38602
fei chang di 	非常地	c=1 d=3.23298e-40 t=38602
fei chang duo 	非常多	c=2 d=3.91915e-09 t=38602
fei chang fang bian 	非常方便	c=1 d=0.00215492 t=38602
fei chang feng fu de 	非常豐富的	c=1 d=9.36688e-55 t=38602
fei chang hao 	非常好	c=0 d=1.77243e-58 t=38602
fei chang hao kan 	非常好看	c=1 d=1.78131e-57 t=38602
fei chang jin shen 	非常謹慎	c=1 d=7.73944e-45 t=38602
fei chang kao pu 	非常靠譜	c=1 d=9.11697e-31 t=38602
fei chang kuai 	非常塊	c=1 d=2.0729e-17 t=38602
fei chang liu chang 	非常流暢	c=1 d=9.54473e-41 t=38602
fei chang qing song 	非常輕鬆	c=1 d=0.00172937 t=38602
fei chang re men 	非常熱門	c=1 d=3.1494e-26 t=38602
fei chang re men de 	非常熱門的	c=1 d=6.42244e-27 t=38602
fei chang rong yi 	非常容易	c=1 d=3.15288e-18 t=38602
fei chang rong yi xiang dao 	非常容易想到	c=1 d=9.45489e-18 t=38602
fei chang tian kong 	非常天空	c=5 d=8.09202e-37 t=38602
fei chang xiang 	非常像	c=1 d=2.0923e-09 t=38602
fei chang yan zhong 	非常嚴重	c=1 d=0.000742862 t=38602
fei chang zan tong 	非常贊同	c=1 d=1.75246e-12 t=38602
fei chang zhong 	非常中	c=1 d=1 t=38481
fei chang zhong yao 	非常重要	c=1 d=5.1879e-45 t=38602
fei chen xian 	非襯線	c=3 d=3.5997e-10 t=38602
fei fa 	非法	c=0 d=4.88511e-15 t=38602
fei fa shu ru 	非法輸入	c=1 d=4.90959e-14 t=38602
fei gong 	非公	c=1 d=7.99008e-67 t=38602
fei hua 	廢話	c=1 d=1.34418e-68 t=38602
fei ji 	飛機	c=1 d=1.45921e-34 t=38602
fei ji shu qu 	非技術區	c=1 d=5.35535e-07 t=38602
fei kuai 	飛快	c=1 d=4.40792e-40 t=38602
fei lai 	飛來	c=1 d=2.77585e-70 t=38602
fei li xing 	非理性	c=5 d=2.36901e-54 t=38602
fei mao 	肥貓	c=3 d=1.69262e-13 t=38602
fei mao de 	肥貓的	c=1 d=4.94613e-13 t=38602
fei mao fei mao 	肥貓肥貓	c=1 d=1.57232e-30 t=38602
fei mao jia you 	肥貓加油	c=1 d=5.04605e-13 t=38602
fei mao ma 	肥貓嗎	c=1 d=7.0189e-13 t=38602
fei qi 	廢棄	c=0 d=8.67944e-71 t=38602
fei qun 	廢羣	c=1 d=1.64128e-35 t=38602
fei shu zi 	非數字	c=1 d=3.09935e-14 t=38602
fei zheng shu bei 	非整數倍	c=2 d=6.39292e-38 t=38602
fei zhou 	非洲	c=1 d=0.000125903 t=38602
fen 	份	c=1 d=1.30184e-16 t=38602
fen 	分	c=8 d=1.58488e-07 t=38602
fen 	粉	c=0 d=3.05268e-13 t=38602
fen bei 	分貝	c=2 d=1.34496e-16 t=38602
fen bian 	分辨	c=1 d=2.82413e-67 t=38602
fen bian lv 	分辨率	c=3 d=5.01219e-22 t=38602
fen bie 	分別	c=5 d=0.489192 t=38602
fen bie di 	分別地	c=2 d=1.09522e-33 t=38602
fen bie qiu chu 	分別求出	c=1 d=4.94698e-15 t=38602
fen bie shi 	分別是	c=3 d=5.64345e-15 t=38602
fen bie wei 	分別爲	c=1 d=1.60523e-09 t=38602
fen bu 	分佈	c=3 d=4.80159e-17 t=38602
fen bu 	分部	c=2 d=8.94434e-12 t=38602
fen bu kai 	分不開	c=1 d=0.18452 t=38602
fen bu shi 	分佈式	c=7 d=0.151829 t=38602
fen bu shi di 	分佈式地	c=1 d=8.90276e-16 t=38602
fen cheng 	分成	c=2 d=0.00166557 t=38602
fen cheng le 	分成了	c=1 d=0.0167392 t=38602
fen dou 	奮鬥	c=0 d=7.91244e-12 t=38602
fen dou jing shen 	奮鬥精神	c=1 d=7.9521e-11 t=38602
fen duan 	分段	c=0 d=5.57278e-35 t=38602
fen duan han shu 	分段函數	c=1 d=5.60071e-34 t=38602
fen er 	份兒	c=0 d=2.14959e-63 t=38602
fen fa 	分發	c=0 d=2.53839e-19 t=38602
fen fa de 	分發得	c=1 d=1.59283e-06 t=38602
fen fa ren wu 	分發任務	c=1 d=2.55112e-18 t=38602
fen fen 	紛紛	c=0 d=4.62196e-40 t=38602
fen fen biao shi 	紛紛表示	c=1 d=4.64513e-39 t=38602
fen ge 	分割	c=1 d=1.79365e-50 t=38602
